STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-01 02:00,SHEF,,,,77,25.0,,,,,,,,,,,,,,,90,74,82,5.7,,,,0,17,0441,1936,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-02 02:00,SHEF,,,,73,22.8,,,,,,,,,,,,,,,89,70,80,3.5,,,,0,15,0442,1936,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 02:00,SHEF,,,,70,21.1,,,,,,0,000,,30.02,,,,,,90,69,80,3.4,,,,0,15,0442,1935,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 05:02,FM-15,SCT:04 120,7.00,MI:1 FG:2 ||FG:12,70,21.0,67,19.7,66,19.0,88,0,000,,29.94,,,,,30.00,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 05:46,FM-15,SCT:04 60 BKN:07 120,7.00,,70,21.0,67,19.7,66,19.0,88,0,000,,29.96,,,,,30.02,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 06:47,FM-15,SCT:04 60 BKN:07 150,7.00,,73,23.0,70,21.0,68,20.0,83,0,000,,29.97,,,,,30.03,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 07:57,FM-15,SCT:04 60 BKN:07 150,7.00,,81,27.0,71,21.8,66,19.0,62,0,000,,29.96,,,,,30.02,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 08:06,FM-15,SCT:04 60 BKN:07 150,7.00,,81,27.0,71,21.8,66,19.0,62,0,000,,29.96,,,,,30.02,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 08:49,FM-15,FEW:02 60 SCT:04 150,7.00,,84,29.0,72,22.3,66,19.0,55,0,000,,29.96,,,,,30.02,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 09:51,FM-15,FEW:02 60 SCT:04 150,7.00,,88,31.0,73,22.9,66,19.0,49,0,000,,29.97,,,,,30.03,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 10:47,FM-15,FEW:02 60 SCT:04 150,7.00,,90,32.0,74,23.2,66,19.0,46,6,320,,29.97,,,,,30.03,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 11:54,FM-15,FEW:02 60 SCT:04 150,7.00,,90,32.0,74,23.2,66,19.0,46,0,000,,29.95,,,,,30.01,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 12:20,FM-15,FEW:02 60 SCT:04 150,7.00,,90,32.0,74,23.2,66,19.0,46,0,000,,29.95,,,,,30.01,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 12:53,FM-15,FEW:02 60 SCT:04 150,7.00,,90,32.0,74,23.2,66,19.0,46,5,VRB,,29.95,,,,,30.01,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 13:53,FM-15,SCT:04 40 SCT:04 150,7.00,,90,32.0,73,22.6,64,18.0,43,0,000,,29.95,,,,,30.01,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 14:53,FM-15,SCT:04 40 BKN:07 150,7.00,,91,33.0,74,23.4,66,19.0,44,0,000,,29.95,,,,,30.01,,,,,,,,,,0442,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-03 23:59,SOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0443,1935,MIFG:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-04 02:00,SHEF,,,,74,23.4,,,,,,,,,,,,,,,91,70,81,4.2,,,,0,16,0443,1935,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 02:00,SHEF,,,,72,22.2,,,,,,4,050,,30.12,,,,,,89,72,81,4.1,,,,0,16,0443,1935,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 04:54,FM-15,SCT:04 40 OVC:08 100,7.00,,73,23.0,70,21.0,68,20.0,83,0,000,,30.05,,,,,30.11,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 05:54,FM-15,FEW:02 40 BKN:07 100 OVC:08 200,7.00,,73,23.0,71,21.7,70,21.0,89,5,050,,30.06,,,,,30.12,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 07:00,FM-15,,,,75,24.0,,,68,20.0,78,7,080,,,,,,,30.13,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 07:54,FM-15,SCT:04 70 OVC:08 200,7.00,,75,24.0,70,21.3,68,20.0,78,6,090,,30.07,,,,,30.13,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 08:50,FM-15,SCT:04 70 OVC:08 200,7.00,,77,25.0,71,21.7,68,20.0,74,6,090,,30.08,,,,,30.14,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 09:49,FM-15,SCT:04 70 OVC:08 200,7.00,,77,25.0,71,21.7,68,20.0,74,6,090,,30.09,,,,,30.15,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 10:48,FM-15,BKN:07 70 OVC:08 200,7.00,,81,27.0,71,21.8,66,19.0,62,9,090,,30.09,,,,,30.15,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 11:45,FM-15,BKN:07 70 BKN:07 200,7.00,,81,27.0,71,21.8,66,19.0,62,9,080,,30.09,,,,,30.15,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 12:55,FM-15,FEW:02 30 BKN:07 70 BKN:07 150,7.00,,82,28.0,71,21.9,66,19.0,58,7,120,,30.09,,,,,30.15,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 13:55,FM-15,BKN:07 60 BKN:07 150,7.00,,82,28.0,71,21.9,66,19.0,58,7,140,,30.09,,,,,30.15,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 14:55,FM-15,SCT:04 60 BKN:07 150,7.00,,84,29.0,72,22.3,66,19.0,55,9,160,,30.08,,,,,30.14,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 15:54,FM-15,SCT:04 50 BKN:07 120,7.00,,86,30.0,73,22.6,66,19.0,52,9,160,,30.07,,,,,30.13,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 17:00,FM-15,,,,84,29.0,,,64,18.0,51,7,140,,,,,,,30.13,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 17:55,FM-15,BKN:07 60 BKN:07 150,7.00,,82,28.0,70,21.3,64,18.0,55,6,160,,30.07,,,,,30.13,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-05 18:55,FM-15,BKN:07 60,7.00,,81,27.0,70,21.1,64,18.0,58,6,150,,30.07,,,,,30.13,,,,,,,,,,0443,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 02:00,SHEF,,,,72,22.2,,,,,,4,100,,30.09,,,,,,86,71,79,2.0,,,,0,14,0444,1935,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 04:52,FM-15,OVC:08 7,4.00,-RA:02 BR:1 |RA:61 |RA:61,72,22.0,69,20.8,68,20.0,88,5,110,,30.03,,,,,30.09,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 05:52,FM-15,OVC:08 7,3.00,-RA:02 BR:1 |RA:61 |RA:61,72,22.0,71,21.5,70,21.0,94,5,100,,30.03,,,,,30.09,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 06:51,FM-15,OVC:08 8,3.00,-RA:02 BR:1 |RA:61 |RA:61,73,23.0,72,22.4,72,22.0,94,6,100,,30.03,,,,,30.09,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 07:52,FM-15,OVC:08 8,3.00,-RA:02 BR:1 |RA:61 |RA:61,73,23.0,72,22.4,72,22.0,94,6,100,,30.03,,,,,30.09,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 08:58,FM-15,OVC:08 8,3.00,-RA:02 BR:1 |RA:61 |RA:61,90,32.0,77,25.2,72,22.0,55,6,100,,30.02,,,,,30.08,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 09:49,FM-15,OVC:08 8,3.00,-RA:02 BR:1 |RA:61 |RA:61,75,24.0,73,22.8,72,22.0,89,6,090,,30.01,,,,,30.07,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 10:51,FM-15,OVC:08 7,5.00,-RA:02 BR:1 |RA:61 |RA:61,75,24.0,73,22.8,72,22.0,89,6,110,,30.01,,,,,30.07,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 11:51,FM-15,OVC:08 6,2.00,-RA:02 BR:1 |RA:61 |RA:61,75,24.0,74,23.1,73,23.0,94,5,100,,29.99,,,,,30.05,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 12:54,FM-15,BKN:07 6 OVC:08 10,4.00,-RA:02 BR:1 |RA:61 |RA:61,75,24.0,74,23.1,73,23.0,94,5,100,,29.98,,,,,30.04,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 13:57,FM-15,OVC:08 4,2.00,-RA:02 BR:1 |RA:61 |RA:61,75,24.0,74,23.1,73,23.0,94,5,090,,29.97,,,,,30.03,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 14:54,FM-15,BKN:07 6 OVC:08 10,5.00,-RA:02 BR:1 |RA:61 |RA:61,73,23.0,72,22.4,72,22.0,94,5,090,,29.96,,,,,30.02,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 15:57,FM-15,OVC:08 6,5.00,-RA:02 BR:1 |RA:61 |RA:61,73,23.0,73,22.8,73,23.0,100,7,100,,29.94,,,,,30.00,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 16:54,FM-15,OVC:08 7,5.00,-RA:02 BR:1 |RA:61 |RA:61,73,23.0,73,22.8,73,23.0,100,7,100,,29.92,,,,,29.98,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 17:55,FM-15,BKN:07 7 OVC:08 12,6.00,-RA:02 BR:1 |RA:61 |RA:61,73,23.0,72,22.4,72,22.0,94,7,110,,29.90,,,,,29.96,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 18:52,FM-15,OVC:08 7,6.00,-RA:02 BR:1 |RA:61 |RA:61,73,23.0,72,22.4,72,22.0,94,5,120,,29.90,,,,,29.96,,,,,,,,,,0444,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-06 23:59,SOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0444,1934,RA:16 BR:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 02:00,SHEF,,,,73,22.8,,,,,,0,000,,29.80,,,,,,76,72,74,-3.1,,,,0,9,0444,1934,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 04:49,FM-15,OVC:08 3,5.00,BR:1 ||,72,22.0,72,22.2,72,22.0,100,0,000,,29.76,,,,,29.82,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 05:50,FM-15,OVC:08 8,3.00,BR:1 ||,73,23.0,72,22.4,72,22.0,94,0,000,,29.74,,,,,29.80,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 06:50,FM-15,OVC:08 8,3.00,BR:1 ||,73,23.0,72,22.4,72,22.0,94,0,000,,29.74,,,,,29.80,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 07:55,FM-15,BKN:07 5 OVC:08 10,3.00,BR:1 ||,75,24.0,74,23.1,73,23.0,94,0,000,,29.73,,,,,29.79,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 08:52,FM-15,BKN:07 5 OVC:08 15,2.00,BR:1 ||,75,24.0,74,23.1,73,23.0,94,6,290,,29.73,,,,,29.79,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 09:55,FM-15,BKN:07 15 BKN:07 25,7.00,,75,24.0,72,22.0,70,21.0,83,11,010,,29.76,,,,,29.82,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 10:52,FM-15,SCT:04 15 BKN:07 80,7.00,,77,25.0,72,22.4,70,21.0,79,11,010,,29.76,,,,,29.82,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 11:56,FM-15,BKN:07 25 BKN:07 90,7.00,,79,26.0,73,22.7,70,21.0,74,11,350,,29.77,,,,,29.83,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 12:55,FM-15,BKN:07 30,7.00,,81,27.0,74,23.1,70,21.0,70,5,360,,29.75,,,,,29.81,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 13:55,FM-15,BKN:07 30,7.00,,84,29.0,74,23.6,70,21.0,62,7,350,,29.75,,,,,29.81,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:13701,ABERDEEN PHILLIPS FIELD MD US,17.4,39.4716,-76.1697,2017-07-07 14:53,FM-15,SCT:04 30,7.00,,86,30.0,74,23.2,68,20.0,55,5,310,,29.73,,,,,29.79,,,,,,,,,,0444,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
